id,config,extracted_data,usage_data,raw_data_length
TREK-572-LWB7B0E,"{'max_missing_feature_attempts': 1, 'max_low_confidence_attempts': 0}","{'name': 'TREK', 'manufacturer': 'ADVANTECH', 'form_factor': 'Compact In-Vehicle Computing Box', 'evaluation_or_commercialization': False, 'processor_architecture': 'x86', 'processor_core_count': '1', 'processor_manufacturer': 'Intel', 'processor_tdp': 'Not Available', 'memory': '2 GB DDR3L SODIMM 1333 MHz non-ECC', 'onboard_storage': '64 GB mSATA SSD', 'input_voltage': '12-24 VDC', 'io_count': ['2 x CAN bus', '1 x RS-232', '2 x USB 2.0 Type A', '1 x Giga LAN', '1 x Line-Out', '1 x Mic-In', '1 x Smart Display Port'], 'wireless': ['WLAN IEEE 802.11 a/b/g/n', 'Bluetooth V4.0', 'WWAN 3G/LTE'], 'operating_system_bsp': ['Windows Embedded Standard 7', 'Windows Embedded Standard 8', 'Windows 10 IoT LTSB', 'Linux Ubuntu 14.04 LTS 64-bit'], 'operating_temperature_max': '70°C', 'operating_temperature_min': '-30°C', 'certifications': ['MIL-STD-810G', 'SAE J1455', 'ISO 7637-2'], 'price': 'Not Available', 'stock_availability': 'Not Available', 'lead_time': 'Not Available', 'short_summary': 'TREK is a compact, economical in-vehicle computing box designed for fleet management applications, featuring Intel Atom E processor, wide operating temperature range, and robust wireless communication capabilities.', 'full_summary': ""TREK is a compact, economical in-vehicle computing box powered by Intel Atom E processor. It pairs with TREK in-vehicle smart displays via a single-cable connection, aimed at fleet management applications. TREK's wide operating temperature range and MIL-STD-810G certification for shock and vibration resistance enable it to withstand harsh environments. It includes intelligent vehicle power management (VPM) chip for transient voltage protection and programmable functions like ignition on/off delay and low battery monitoring. TREK also features various I/O for integrating CAN bus devices and peripherals, and supports diverse protocols for vehicle diagnostics and driver behavior management. Built-in wireless communication technologies (WLAN, WWAN, Bluetooth) enable vehicle tracking and real-time data transmissions to a centralized control center."", 'full_product_description': ""TREK is a compact, economical in-vehicle computing box powered by Intel Atom E processor. It pairs with TREK in-vehicle smart displays via a single-cable connection, aimed at fleet management applications. TREK's wide operating temperature range and MIL-STD-810G certification for shock and vibration resistance enable it to withstand harsh environments. It includes intelligent vehicle power management (VPM) chip for transient voltage protection and programmable functions like ignition on/off delay and low battery monitoring. TREK also features various I/O for integrating CAN bus devices and peripherals, and supports diverse protocols for vehicle diagnostics and driver behavior management. Built-in wireless communication technologies (WLAN, WWAN, Bluetooth) enable vehicle tracking and real-time data transmissions to a centralized control center. The system supports multiple operating systems including Windows Embedded Standard 7, Windows Embedded Standard 8, Windows 10 IoT LTSB, and Linux Ubuntu 14.04 LTS 64-bit. The device is compliant with ISO 7637-2 and SAE J1455 standards, ensuring reliable performance in vehicle environments."", 'target_applications': ['Fleet Management', 'Vehicle Diagnostics', 'Driver Behavior Management', 'Vehicle Tracking', 'Real-time Data Transmission']}","{'generate_missing_features': [{'input_tokens': 4141, 'output_tokens': 99, 'time_taken': 5.237684965133667}], 'extract_features': [{'input_tokens': 1665, 'output_tokens': 1208, 'time_taken': 21.839334726333618}], 'search_missing_features': [{'input_tokens': 0, 'output_tokens': 0, 'time_taken': 33.165860176086426}], 'store_and_chunk_data': [{'input_tokens': 0, 'output_tokens': 0, 'time_taken': 3.1833627223968506}]}",4556
IMBA-Q370-R10,"{'max_missing_feature_attempts': 1, 'max_low_confidence_attempts': 0}","{'name': 'IMBA-Q470', 'manufacturer': 'IEI', 'form_factor': 'ATX', 'evaluation_or_commercialization': False, 'processor_architecture': 'x86', 'processor_core_count': 'Not Available', 'processor_manufacturer': 'Intel', 'processor_tdp': 'Not Available', 'memory': 'Four 288-pin 2933 MHz Dual-Channel DDR4 SDRAM Unbuffered DIMMs supported up to 128GB', 'onboard_storage': 'Not Available', 'input_voltage': 'ATX/AT power supply', 'io_count': ['6 x USB 3.2 Gen 1 (5Gb/s)', '6 x RS-232', '2 x USB 3.2 Gen 2 (10Gb/s)', '1 x PS/2 KB/MS', '1 x DisplayPort', '1 x VGA', '1 x HDMI', '2 x LAN', '1 x Audio Jack (Line-in, Line-out, Mic-in)'], 'wireless': 'Not Available', 'operating_system_bsp': 'Not Available', 'operating_temperature_max': '60°C', 'operating_temperature_min': '0°C', 'certifications': ['CE', 'FCC'], 'price': 'Not Available', 'stock_availability': 'Not Available', 'lead_time': 'Not Available', 'short_summary': 'ATX motherboard supporting 10th generation Intel Core i3/i5/i7/i9, Pentium, and Celeron processors with dual GbE LAN, multiple USB ports, and triple display support.', 'full_summary': 'The IMBA-Q470 is an ATX motherboard designed for industrial applications, supporting 10th generation Intel Core i3/i5/i7/i9, Pentium, and Celeron processors. It features dual GbE LAN, multiple USB ports, triple display support, and extensive I/O interfaces for versatile connectivity.', 'full_product_description': 'The IMBA-Q470 ATX motherboard supports 10th generation Intel Core i3/i5/i7/i9, Pentium, and Celeron processors. It offers four 288-pin 2933 MHz Dual-Channel DDR4 SDRAM Unbuffered DIMMs supporting up to 128GB. The board includes dual GbE LAN, multiple USB ports, triple display support (VGA, HDMI, DisplayPort), and extensive I/O interfaces including RS-232, PS/2 KB/MS, and audio jacks. It is CE and FCC compliant, with an operating temperature range of 0°C to 60°C.', 'target_applications': ['Industrial Automation', 'Embedded Systems', 'Digital Signage', 'Medical Devices']}","{'generate_missing_features': [{'input_tokens': 0, 'output_tokens': 0, 'time_taken': 4.0531158447265625e-06}], 'extract_features': [{'input_tokens': 1495, 'output_tokens': 975, 'time_taken': 21.771663904190063}], 'search_missing_features': [{'input_tokens': 206, 'output_tokens': 0, 'time_taken': 51.357065200805664}], 'store_and_chunk_data': [{'input_tokens': 0, 'output_tokens': 0, 'time_taken': 3.2384159564971924}]}",3144
ESP8266-DEVKITC-02U-F,"{'max_missing_feature_attempts': 1, 'max_low_confidence_attempts': 0}","{'name': 'ESPWROOMD', 'manufacturer': 'ESPRESSIF', 'form_factor': 'Not Available', 'evaluation_or_commercialization': False, 'processor_architecture': 'TENSILICA L106', 'processor_core_count': '1', 'processor_manufacturer': 'TENSILICA', 'processor_tdp': 'Not Available', 'memory': '160 KB SRAM', 'onboard_storage': '4 MB SPI Flash', 'input_voltage': '3.0V - 3.6V', 'io_count': 'Not Available', 'wireless': ['Wi-Fi 802.11 b/g/n'], 'operating_system_bsp': ['RTOS'], 'operating_temperature_max': '85°C', 'operating_temperature_min': '-40°C', 'certifications': ['RoHS', 'REACH'], 'price': 'Not Available', 'stock_availability': 'Not Available', 'lead_time': 'Not Available', 'short_summary': 'ESPWROOMD is a Wi-Fi module with optimized RF performance and integrated 4 MB SPI flash.', 'full_summary': 'The ESPWROOMD module, developed by Espressif, integrates a Tensilica L106 32-bit RISC processor, 160 KB SRAM, and 4 MB SPI flash. It supports Wi-Fi 802.11 b/g/n and operates within a voltage range of 3.0V to 3.6V. The module is certified for RoHS and REACH compliance.', 'full_product_description': 'The ESPWROOMD module features a Tensilica L106 32-bit RISC processor with a maximum clock speed of 160 MHz. It includes 160 KB of SRAM and 4 MB of SPI flash. The module supports Wi-Fi 802.11 b/g/n protocols and operates at a voltage range of 3.0V to 3.6V. It is designed for commercial use and is certified for RoHS and REACH compliance. The operating temperature range is from -40°C to 85°C.', 'target_applications': ['IoT', 'Smart Home', 'Wearables']}","{'generate_missing_features': [{'input_tokens': 4589, 'output_tokens': 145, 'time_taken': 6.582624912261963}], 'extract_features': [{'input_tokens': 3714, 'output_tokens': 842, 'time_taken': 21.108848094940186}], 'search_missing_features': [{'input_tokens': 0, 'output_tokens': 0, 'time_taken': 39.102455139160156}], 'store_and_chunk_data': [{'input_tokens': 0, 'output_tokens': 0, 'time_taken': 3.8982291221618652}]}",23137
SOM-6898C7Z2-U8A1E,"{'max_missing_feature_attempts': 1, 'max_low_confidence_attempts': 0}","{'name': 'COM Express Compact Module Type 6', 'manufacturer': 'Advantech', 'form_factor': 'COM Express Compact Module', 'evaluation_or_commercialization': False, 'processor_architecture': 'x86', 'processor_core_count': '2-4', 'processor_manufacturer': 'Intel', 'processor_tdp': '15W', 'memory': 'Dual Channel DDR4 SODIMM, up to 32GB', 'onboard_storage': 'Optional eMMC', 'input_voltage': '12V, 5VSB', 'io_count': ['4x USB 3.0', '8x USB 2.0', '4x SATA', '1x PCIe x16', '7x PCIe x1', '1x LPC', '1x SMBus', '1x I2C', '1x SPI', '8x GPIO', '2x COM'], 'wireless': 'Not Available', 'operating_system_bsp': ['Windows 10', 'Linux'], 'operating_temperature_max': '60°C', 'operating_temperature_min': '0°C', 'certifications': 'Not Available', 'price': 'Not Available', 'stock_availability': 'Not Available', 'lead_time': 'Not Available', 'short_summary': 'COM Express Compact Module with 6th Gen Intel Core/Celeron Processors, supporting dual-channel DDR4 SODIMM up to 32GB, integrated graphics, and multiple I/O interfaces.', 'full_summary': 'The COM Express Compact Module Type 6 features 6th Gen Intel Core and Celeron processors, integrated PCH-LP, dual-channel DDR4 SODIMM up to 32GB, Intel HD Graphics, and a variety of I/O interfaces including PCIe, USB, SATA, and more. It supports multiple display outputs and is suitable for a range of industrial applications.', 'full_product_description': 'The COM Express Compact Module Type 6 is designed for high-performance embedded applications. It features 6th Gen Intel Core and Celeron processors with integrated PCH-LP, supporting dual-channel DDR4 SODIMM up to 32GB. The module includes Intel HD Graphics with hardware acceleration for various codecs, multiple display outputs including HDMI, DisplayPort, and LVDS, and a wide range of I/O interfaces such as PCIe, USB, SATA, and more. It is ideal for industrial automation, medical equipment, and other embedded applications requiring robust performance and flexibility.', 'target_applications': ['Industrial Automation', 'Medical Equipment', 'Embedded Systems']}","{'generate_missing_features': [{'input_tokens': 4452, 'output_tokens': 121, 'time_taken': 5.395750284194946}], 'extract_features': [{'input_tokens': 1674, 'output_tokens': 962, 'time_taken': 21.746702194213867}], 'search_missing_features': [{'input_tokens': 0, 'output_tokens': 0, 'time_taken': 48.567838191986084}], 'store_and_chunk_data': [{'input_tokens': 0, 'output_tokens': 0, 'time_taken': 3.254518985748291}]}",3900
EmNANO-i2300-E3825,"{'max_missing_feature_attempts': 1, 'max_low_confidence_attempts': 1}","{'name': 'EMNANOIE', 'manufacturer': 'ARBOR TECHNOLOGY', 'form_factor': 'COM Express Mini', 'evaluation_or_commercialization': True, 'processor_architecture': 'x86', 'processor_core_count': 'Not Available', 'processor_manufacturer': 'INTEL', 'processor_tdp': 'Not Available', 'memory': '4GB DDR3L SDRAM', 'onboard_storage': 'Not Available', 'input_voltage': 'Not Available', 'io_count': ['4 x USB ports', '1 x USB port', '1 x Serial port', '2 x Serial ATA ports', '1 x PCIe x1 Gen2 lanes', '1 x PCIe x4 lanes'], 'wireless': 'Not Available', 'operating_system_bsp': 'Not Available', 'operating_temperature_max': 'Not Available', 'operating_temperature_min': 'Not Available', 'certifications': 'Not Available', 'price': 'Not Available', 'stock_availability': 'Not Available', 'lead_time': 'Not Available', 'short_summary': 'Intel Atom E series processor COM Express Mini Type CPU Module with soldered onboard Intel Atom E series SoC processor and integrated Gigabit Ethernet.', 'full_summary': 'The EMNANOIE is a COM Express Mini Type CPU Module featuring an Intel Atom E series processor, soldered onboard 4GB DDR3L SDRAM, integrated Gigabit Ethernet, and support for dual independent displays.', 'full_product_description': 'The EMNANOIE is a COM Express Mini Type CPU Module designed for evaluation purposes. It features an Intel Atom E series processor with soldered onboard 4GB DDR3L SDRAM, integrated Gigabit Ethernet, and support for dual independent displays. The module includes multiple I/O interfaces such as USB ports, serial ports, PCIe lanes, and SATA ports. It is suitable for a variety of embedded applications.', 'target_applications': 'Embedded applications'}","{'generate_missing_features': [{'input_tokens': 3803, 'output_tokens': 292, 'time_taken': 9.341870784759521}], 'extract_features': [{'input_tokens': 1133, 'output_tokens': 802, 'time_taken': 24.99910807609558}], 'search_missing_features': [{'input_tokens': 0, 'output_tokens': 0, 'time_taken': 26.820996284484863}], 'store_and_chunk_data': [{'input_tokens': 0, 'output_tokens': 0, 'time_taken': 2.758272886276245}]}",2003
conga-B7XDslashP-D1508,"{'max_missing_feature_attempts': 1, 'max_low_confidence_attempts': 1}","{'name': 'CONGABXD', 'manufacturer': 'CONGATEC', 'form_factor': 'COM EXPRESS BASIC 125 X 95 MM', 'evaluation_or_commercialization': False, 'processor_architecture': 'X86', 'processor_core_count': 'VARIES (4 TO 16 CORES)', 'processor_manufacturer': 'INTEL', 'processor_tdp': 'VARIES (35W TO 65W)', 'memory': 'DUAL CHANNEL DDR4 2400 MT/S, UP TO 64GB, SODIMM, ECC OPTIONAL', 'onboard_storage': 'Not Available', 'input_voltage': 'Not Available', 'io_count': '2 X GBE KR INTERFACE, 32 X PCI EXPRESS LANES, 4 X USB 3.0, 8 X USB 2.0, 4 X SATA III, LPC, SPI, I2C, UART, SMBUS', 'wireless': 'Not Available', 'operating_system_bsp': ['WINDOWS 10', 'WINDOWS SERVER 2016', 'WINDOWS SERVER 2012 R2', 'WINDOWS 8.1', 'RHEL', 'SUSE', 'FEDORA', 'UBUNTU', 'CENTOS', 'FREEBSD', 'VMWARE', 'HYPERV', 'XEN', 'ESXI'], 'operating_temperature_max': '85°C', 'operating_temperature_min': '-40°C', 'certifications': 'Not Available', 'price': 'Not Available', 'stock_availability': 'Not Available', 'lead_time': 'Not Available', 'short_summary': 'COM Express Type 7 module with Intel Xeon D processors, dual-channel DDR4 memory, and extensive I/O interfaces.', 'full_summary': 'The conga-BXD is a COM Express Type 7 module featuring Intel Xeon D processors with up to 16 cores, dual-channel DDR4 memory up to 64GB, and extensive I/O interfaces including 2 x GbE KR, 32 x PCIe lanes, 4 x USB 3.0, 8 x USB 2.0, and 4 x SATA III. It supports a wide range of operating systems and is suitable for industrial and server-class applications.', 'full_product_description': 'The conga-BXD COM Express Type 7 module is designed for high-performance computing in industrial and server-class applications. It features Intel Xeon D processors with up to 16 cores and a thermal design power (TDP) ranging from 35W to 65W. The module supports dual-channel DDR4 memory up to 64GB with optional ECC. It offers extensive I/O interfaces including 2 x GbE KR, 32 x PCIe lanes, 4 x USB 3.0, 8 x USB 2.0, and 4 x SATA III. The conga-BXD is compatible with a wide range of operating systems including Windows and various Linux distributions, making it a versatile solution for demanding applications.', 'target_applications': ['INDUSTRIAL AUTOMATION', 'SERVER-CLASS APPLICATIONS', 'NETWORKING', 'VIRTUALIZATION', 'SECURITY', 'MANAGEABILITY']}","{'generate_missing_features': [{'input_tokens': 4311, 'output_tokens': 168, 'time_taken': 6.265712022781372}], 'extract_features': [{'input_tokens': 2695, 'output_tokens': 1064, 'time_taken': 24.857309103012085}], 'search_missing_features': [{'input_tokens': 0, 'output_tokens': 0, 'time_taken': 24.030766248703003}], 'store_and_chunk_data': [{'input_tokens': 0, 'output_tokens': 0, 'time_taken': 2.897002935409546}]}",8169
NANO-ADL-P-i5C-R10,"{'max_missing_feature_attempts': 1, 'max_low_confidence_attempts': 1}","{'name': 'NANOADLP', 'manufacturer': 'IEI', 'form_factor': 'EPIC SBC', 'evaluation_or_commercialization': False, 'processor_architecture': 'x86', 'processor_core_count': 'Not Available', 'processor_manufacturer': 'Intel', 'processor_tdp': 'Not Available', 'memory': '8GB LPDDR4x 4266MHz', 'onboard_storage': 'Not Available', 'input_voltage': '12V DC', 'io_count': ['2x HDMI', '2x DP', '2x USB 3.2 Gen 2', '4x USB 2.0', '2x SATA 6Gb/s', '2x RS-232', '2x RS-422/485', '2x GbE LAN', '1x M.2 A Key', '1x M.2 B Key', '1x PCIe x4', '1x PCIe x1'], 'wireless': 'WiFi, Bluetooth', 'operating_system_bsp': 'Not Available', 'operating_temperature_max': '60°C', 'operating_temperature_min': '-20°C', 'certifications': ['CE', 'FCC', 'RoHS'], 'price': 'Not Available', 'stock_availability': 'Not Available', 'lead_time': 'Not Available', 'short_summary': 'High-performance EPIC SBC with Intel Alder Lake-P processors, supporting multiple I/O interfaces and quad display outputs.', 'full_summary': 'The NANOADLP is an EPIC SBC featuring Intel Alder Lake-P processors, 8GB LPDDR4x memory, and a variety of I/O interfaces including HDMI, DP, USB, SATA, and PCIe. It supports quad independent displays and is designed for high-performance multitasking applications.', 'full_product_description': 'The NANOADLP EPIC SBC supports Intel Alder Lake-P processors, including Core i3, i5, i7, and Celeron variants. It comes with 8GB of LPDDR4x 4266MHz memory and offers extensive connectivity options such as dual HDMI, dual DP, multiple USB ports, SATA, and PCIe slots. The board supports quad independent displays and is ideal for industrial applications requiring robust performance and multitasking capabilities.', 'target_applications': ['Industrial Automation', 'Digital Signage', 'Medical Devices', 'IoT Gateways', 'Edge Computing']}","{'generate_missing_features': [{'input_tokens': 3717, 'output_tokens': 173, 'time_taken': 7.712423086166382}], 'extract_features': [{'input_tokens': 1969, 'output_tokens': 930, 'time_taken': 24.88081407546997}], 'search_missing_features': [{'input_tokens': 0, 'output_tokens': 0, 'time_taken': 38.4282009601593}], 'store_and_chunk_data': [{'input_tokens': 0, 'output_tokens': 0, 'time_taken': 2.862699031829834}]}",4364
81P-0001,"{'max_missing_feature_attempts': 1, 'max_low_confidence_attempts': 1}","{'name': 'CONTROL BOARD', 'manufacturer': 'GRAVES ELECTRONICS LLC', 'form_factor': 'Small form-factor', 'evaluation_or_commercialization': False, 'processor_architecture': 'ARM Cortex A9', 'processor_core_count': '2', 'processor_manufacturer': 'MICROCHIP', 'processor_tdp': 'Not Available', 'memory': '1GB DDR3', 'onboard_storage': 'Not Available', 'input_voltage': '7-24V DC', 'io_count': ['8 IO lines', '4 MOSFET outputs', 'RS232', 'RS485', 'SPI', 'I2C'], 'wireless': 'Not Available', 'operating_system_bsp': 'Not Available', 'operating_temperature_max': 'Not Available', 'operating_temperature_min': 'Not Available', 'certifications': 'Not Available', 'price': 'Not Available', 'stock_availability': 'Not Available', 'lead_time': 'Not Available', 'short_summary': 'A versatile control board designed for industrial applications with multiple IO lines, MOSFET outputs, and standard communication interfaces.', 'full_summary': 'The control board is built around the powerful PIC18F45K22 microcontroller from Microchip, offering features expected from an industrial controller board. It includes RS232 and RS485 communication ports, eight IO lines, analog and digital inputs/outputs, and four dedicated MOSFET outputs. The board supports expansion modules via SPI and I2C buses, and comes with pluggable headers for easy installation and maintenance.', 'full_product_description': 'The control board is a unique platform bridging the gap between hobbyist maker boards and custom-designed circuit boards. It is built around the powerful PIC18F45K22 microcontroller chip from Microchip, offering a host of features expected from an industrial controller board. Standard features include RS232 and RS485 communication, eight IO lines that can be set as analog or digital, protected and buffered digital inputs and outputs, and four dedicated MOSFET outputs. The board also includes two expansion module ports for additional functionality, using SPI and I2C buses for communication. Pluggable headers for input power, IO, MOSFET outputs, and RS lines allow for easy wiring and field service. The board supports programming in any language using any compiler and programmer, with a compatible hex file and programming cable.', 'target_applications': ['Industrial control systems', 'Automation', 'Custom circuit design', 'Hobbyist projects']}","{'generate_missing_features': [{'input_tokens': 3620, 'output_tokens': 350, 'time_taken': 7.784847974777222}], 'extract_features': [{'input_tokens': 3977, 'output_tokens': 905, 'time_taken': 24.946353912353516}], 'search_missing_features': [{'input_tokens': 0, 'output_tokens': 0, 'time_taken': 49.11957383155823}], 'store_and_chunk_data': [{'input_tokens': 0, 'output_tokens': 0, 'time_taken': 2.787370204925537}]}",16261
ESRP-CMS-U2271V2,"{'max_missing_feature_attempts': 1, 'max_low_confidence_attempts': 1}","{'name': 'ESRP-CMSU-V', 'manufacturer': 'ADVANTECH', 'form_factor': 'Pocket-Size', 'evaluation_or_commercialization': False, 'processor_architecture': 'x86', 'processor_core_count': 2, 'processor_manufacturer': 'INTEL', 'processor_tdp': 'Not Available', 'memory': '4GB DDR4 2400MHz onboard', 'onboard_storage': 'Not Available', 'input_voltage': '12VDC', 'io_count': ['2x RJ45 LAN Ports', '2x USB 3.1 Gen 1', '1x HDMI'], 'wireless': 'Not Available', 'operating_system_bsp': 'ThinManager', 'operating_temperature_max': '50°C (122°F)', 'operating_temperature_min': '0°C (32°F)', 'certifications': ['CE', 'FCC', 'UL', 'CCC', 'BSMI', 'RoHS'], 'price': 'Not Available', 'stock_availability': 'Not Available', 'lead_time': 'Not Available', 'short_summary': 'Advantech ESRP-CMSU-V is a ThinManager Ready Pocket-Size Edge IoT Thin Client with Intel Celeron N processor.', 'full_summary': 'Advantech ESRP-CMSU-V is a ThinManager Ready Pocket-Size Edge IoT Thin Client featuring an Intel Celeron N dual-core processor, 4GB DDR4 memory, and multiple I/O interfaces including 2x RJ45 LAN ports, 2x USB 3.1 Gen 1, and 1x HDMI. It is designed for industrial applications with robust, fanless, and cable-free system architecture.', 'full_product_description': 'The Advantech ESRP-CMSU-V is a compact, robust, fanless, and cable-free system designed for industrial applications. It integrates ThinManager software for distributed applications, allowing multiple thin clients to display content delivered from a remote ThinManager server. The system features an Intel Celeron N dual-core processor, 4GB DDR4 memory, and various I/O interfaces including 2x RJ45 LAN ports, 2x USB 3.1 Gen 1, and 1x HDMI. It supports multiple mounting options including stand, wall, VESA, and DIN rail mounts.', 'target_applications': ['Industrial Automation', 'IoT Edge Computing', 'Remote Monitoring']}","{'generate_missing_features': [{'input_tokens': 2939, 'output_tokens': 202, 'time_taken': 6.3485188484191895}], 'extract_features': [{'input_tokens': 1082, 'output_tokens': 916, 'time_taken': 16.23209810256958}], 'search_missing_features': [{'input_tokens': 0, 'output_tokens': 0, 'time_taken': 45.23820495605469}], 'store_and_chunk_data': [{'input_tokens': 0, 'output_tokens': 0, 'time_taken': 2.707670211791992}]}",2122
SCMD30XP2,"{'max_missing_feature_attempts': 1, 'max_low_confidence_attempts': 1}","{'name': 'STRATO PI CM DUO', 'manufacturer': 'SFERA LABS', 'form_factor': 'DIN RAIL CASE', 'evaluation_or_commercialization': False, 'processor_architecture': 'ARM', 'processor_core_count': 'Not Available', 'processor_manufacturer': 'BROADCOM', 'processor_tdp': 'Not Available', 'memory': 'Not Available', 'onboard_storage': 'eMMC', 'input_voltage': '9-28 VDC', 'io_count': ['2 USB Type-A ports', '1 Ethernet port', 'RS-232 interface'], 'wireless': 'Not Available', 'operating_system_bsp': ['Raspbian'], 'operating_temperature_max': '+60 °C', 'operating_temperature_min': '-20 °C', 'certifications': ['EN 55032', 'EN 55024', 'FCC Part 15', 'ICES-003', 'RCM'], 'price': 'Not Available', 'stock_availability': 'Not Available', 'lead_time': 'Not Available', 'short_summary': 'A powerful, compact industrial server based on the Raspberry Pi Compute Module, suitable for professional and industrial applications.', 'full_summary': 'Strato Pi CM Duo is a compact industrial server based on the Raspberry Pi Compute Module, housed in a DIN rail case. It features multiple versions with pre-installed Compute Modules, dual microSD card architecture, RS-232 interface, Ethernet port, and two USB Type-A ports.', 'full_product_description': 'Strato Pi CM Duo is an industrial server designed for professional applications where reliability and service continuity are critical. It supports various versions of the Raspberry Pi Compute Module, including those with eMMC storage. The device includes a real-time clock with a replaceable lithium battery, dual microSD card slots for boot and additional storage, and multiple I/O interfaces. It is housed in a compact DIN rail case and includes features like a hardware watchdog, secure element chip, and individual power control for USB ports.', 'target_applications': ['Industrial automation', 'IoT gateways', 'Data logging', 'Edge computing']}","{'generate_missing_features': [{'input_tokens': 4591, 'output_tokens': 220, 'time_taken': 6.080337047576904}], 'extract_features': [{'input_tokens': 3798, 'output_tokens': 825, 'time_taken': 25.597502946853638}], 'search_missing_features': [{'input_tokens': 0, 'output_tokens': 0, 'time_taken': 33.83453321456909}], 'store_and_chunk_data': [{'input_tokens': 0, 'output_tokens': 0, 'time_taken': 4.562983751296997}]}",32061
LEC-iMX8MP-Q-N-2G-32G-BW-CT,"{'max_missing_feature_attempts': 1, 'max_low_confidence_attempts': 1}","{'name': 'LECIMXMP SMARC SHORT SIZE MODULE', 'manufacturer': 'ADLINK TECHNOLOGY INC', 'form_factor': 'SMARC SHORT SIZE MODULE 82MM X 50MM', 'evaluation_or_commercialization': False, 'processor_architecture': 'ARM', 'processor_core_count': '4', 'processor_manufacturer': 'NXP', 'processor_tdp': 'Not Available', 'memory': '4GB LPDDR4', 'onboard_storage': '64GB EMMC', 'input_voltage': '5V DC', 'io_count': ['USB 2.0 x 4', 'USB 3.0 x 1', 'Dual GbE ports', 'Dual CAN bus', 'PCIe x 2', 'UART x 3', 'SPI x 2', 'I2C x 4', 'GPIO x 12'], 'wireless': ['Wi-Fi IEEE 802.11ac', 'Bluetooth 5.0'], 'operating_system_bsp': ['Yocto Linux BSP', 'Android', 'VxWorks'], 'operating_temperature_max': '85°C', 'operating_temperature_min': '-40°C', 'certifications': ['IEC 60068-2-27', 'IEC 60068-2-64', 'MIL-STD-810F'], 'price': 'Not Available', 'stock_availability': 'Not Available', 'lead_time': 'Not Available', 'short_summary': 'LECIMXMP SMARC Short Size Module featuring NXP i.MX 8M Plus Quad Cortex-A53, 4GB LPDDR4, 64GB eMMC, and rugged operating temperature range.', 'full_summary': 'The LECIMXMP SMARC Short Size Module is designed for industrial applications, featuring the NXP i.MX 8M Plus Quad Cortex-A53 processor, 4GB LPDDR4 memory, 64GB eMMC storage, and a wide range of I/O interfaces including USB, Ethernet, CAN, and PCIe. It supports multiple operating systems including Yocto Linux BSP, Android, and VxWorks, and is built to withstand rugged environments with an operating temperature range of -40°C to 85°C.', 'full_product_description': 'The LECIMXMP SMARC Short Size Module by ADLINK Technology Inc. is a robust embedded solution featuring the NXP i.MX 8M Plus Quad Cortex-A53 processor with optional NPU for AI applications. It includes 4GB LPDDR4 memory, 64GB eMMC storage, and supports a variety of interfaces such as USB 2.0, USB 3.0, dual GbE ports, dual CAN bus, PCIe, UART, SPI, and I2C. The module is compliant with SMARC 2.1 specifications and is designed for industrial use with a rugged operating temperature range of -40°C to 85°C. It supports multiple operating systems including Yocto Linux BSP, Android, and VxWorks, and meets various certifications such as IEC 60068-2-27, IEC 60068-2-64, and MIL-STD-810F.', 'target_applications': ['Industrial Automation', 'AI and Machine Learning', 'IoT Gateways', 'Multimedia Applications']}","{'generate_missing_features': [{'input_tokens': 4666, 'output_tokens': 95, 'time_taken': 5.998426198959351}], 'extract_features': [{'input_tokens': 2213, 'output_tokens': 1124, 'time_taken': 25.100193977355957}], 'search_missing_features': [{'input_tokens': 0, 'output_tokens': 0, 'time_taken': 22.71796989440918}], 'store_and_chunk_data': [{'input_tokens': 0, 'output_tokens': 0, 'time_taken': 5.055534839630127}]}",5653
